"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27885","LG-1: Login with invalid credentials [@smoke]","","Thu Jan 29 13:27:44 UTC 2026","passed","Thu Jan 29 13:28:12 UTC 2026","","Login","",""
