"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28559","LG-1: Login with invalid credentials [@smoke]","","Thu Jan 29 13:31:50 UTC 2026","passed","Thu Jan 29 13:32:18 UTC 2026","","Login","",""
